"","custname","region","partnum","revenue","cost","margin"
"359","BRYANT REFRACTORY CO.","01-East",764261000,16775,7495.39,9279.61
"360","BRYANT REFRACTORY CO.","01-East",779956888,14752.8,11805.66,2947.14
"361","BRYANT REFRACTORY CO.","01-East",734910000,14153.1,4031.97,10121.13
"362","BRYANT REFRACTORY CO.","01-East",738361000,12791.68,8913.41,3878.27
"363","BRYANT REFRACTORY CO.","01-East",727000140,11168.32,1409.36,9758.96
"364","BRYANT REFRACTORY CO.","01-East",739561000,10692.28,2993.42,7698.86
"365","BRYANT REFRACTORY CO.","01-East",766750050,9856,4894.16,4961.84
"366","BRYANT REFRACTORY CO.","01-East",766162000,9756,5063.7,4692.3
"367","BRYANT REFRACTORY CO.","01-East",779956498,9360,6315.06,3044.94
"368","BRYANT REFRACTORY CO.","01-East",764341000,9162,5108.81,4053.19
"369","BRYANT REFRACTORY CO.","01-East",777601000,8527.59,2466.39,6061.2
"370","BRYANT REFRACTORY CO.","01-East",734661300,8503,1654.31,6848.69
"371","BRYANT REFRACTORY CO.","01-East",734900000,8109.4,4531.36,3578.04
"372","BRYANT REFRACTORY CO.","01-East",724261200,7204.4,1336.67,5867.73
"373","BRYANT REFRACTORY CO.","01-East",739661100,7102.08,3744,3358.08
"374","BRYANT REFRACTORY CO.","01-East",779958168,7000,7375.04,-375.04
"375","BRYANT REFRACTORY CO.","01-East",737912200,6980.25,1777.81,5202.44
"376","BRYANT REFRACTORY CO.","01-East",764822000,6730,2235.1,4494.9
"377","BRYANT REFRACTORY CO.","01-East",733464500,6521.8,1037.29,5484.51
"378","BRYANT REFRACTORY CO.","01-East",764481000,5838,2022.9,3815.1
"379","BRYANT REFRACTORY CO.","01-East",764901061,5680,5968,-288
"380","BRYANT REFRACTORY CO.","01-East",780680000,5280,2004.36,3275.64
"381","BRYANT REFRACTORY CO.","01-East",733211050,5020,1118.2,3901.8
"382","BRYANT REFRACTORY CO.","01-East",724071900,4959.36,1027.67,3931.69
"383","BRYANT REFRACTORY CO.","01-East",764902000,4649.5,1762.14,2887.36
"384","BRYANT REFRACTORY CO.","01-East",779956874,4387.46,2381.77,2005.69
"385","BRYANT REFRACTORY CO.","01-East",779958171,4259.08,2514.04,1745.04
"386","BRYANT REFRACTORY CO.","01-East",768141000,4107.5,815.88,3291.62
"387","BRYANT REFRACTORY CO.","01-East",768241000,3889.75,1580.91,2308.84
"388","BRYANT REFRACTORY CO.","01-East",764301000,3380,1525.36,1854.64
"389","BRYANT REFRACTORY CO.","01-East",780640000,3340.92,1080,2260.92
"390","BRYANT REFRACTORY CO.","01-East",779988828,3203.59,1584.96,1618.63
"391","BRYANT REFRACTORY CO.","01-East",733525400,3004.5,428.5,2576
"392","BRYANT REFRACTORY CO.","01-East",777642000,2578.8,1500.95,1077.85
"393","BRYANT REFRACTORY CO.","01-East",739450000,2552.4,1301.16,1251.24
"394","BRYANT REFRACTORY CO.","01-East",739541000,2519.42,501.34,2018.08
"395","BRYANT REFRACTORY CO.","01-East",768221000,2496,459.94,2036.06
"396","BRYANT REFRACTORY CO.","01-East",781940000,2353.58,485.42,1868.16
"397","BRYANT REFRACTORY CO.","01-East",779956599,2340,1791.22,548.78
"398","BRYANT REFRACTORY CO.","01-East",733151550,2282.4,334.16,1948.24
"399","BRYANT REFRACTORY CO.","01-East",770540000,2277.46,184.78,2092.68
"400","BRYANT REFRACTORY CO.","01-East",792785000,2193.12,479.91,1713.21
"401","BRYANT REFRACTORY CO.","01-East",733141200,1976.4,373.85,1602.55
"402","BRYANT REFRACTORY CO.","01-East",770450000,1958.4,199.22,1759.18
"403","BRYANT REFRACTORY CO.","01-East",737871000,1906.24,279.74,1626.5
"404","BRYANT REFRACTORY CO.","01-East",770220000,1829.4,169.53,1659.87
"405","BRYANT REFRACTORY CO.","01-East",754285000,1764.56,1147.22,617.34
"406","BRYANT REFRACTORY CO.","01-East",791003500,1746,432.93,1313.07
"407","BRYANT REFRACTORY CO.","01-East",766001000,1450,399.45,1050.55
"408","BRYANT REFRACTORY CO.","01-East",734651200,1431.1,407.01,1024.09
"409","BRYANT REFRACTORY CO.","01-East",737009842,1397.68,2507.2,-1109.52
"410","BRYANT REFRACTORY CO.","01-East",770280000,1340,160.05,1179.95
"411","BRYANT REFRACTORY CO.","01-East",764221000,1176,406.16,769.84
"412","BRYANT REFRACTORY CO.","01-East",737009844,1166.64,756.56,410.08
"413","BRYANT REFRACTORY CO.","01-East",781580000,1040,636.71,403.29
"414","BRYANT REFRACTORY CO.","01-East",766021000,995,303.72,691.28
"415","BRYANT REFRACTORY CO.","01-East",737821000,989.7,334.62,655.08
"416","BRYANT REFRACTORY CO.","01-East",779958693,920.64,556.24,364.4
"417","BRYANT REFRACTORY CO.","01-East",733403200,919.6,99.17,820.43
"418","BRYANT REFRACTORY CO.","01-East",770200000,813.6,84.82,728.78
"419","BRYANT REFRACTORY CO.","01-East",770320000,778,111.14,666.86
"420","BRYANT REFRACTORY CO.","01-East",770222000,739.5,68.04,671.46
"421","BRYANT REFRACTORY CO.","01-East",771132000,729.7,35.8,693.9
"422","BRYANT REFRACTORY CO.","01-East",768750000,663.12,144.72,518.4
"423","BRYANT REFRACTORY CO.","01-East",733725500,637.2,199.11,438.09
"424","BRYANT REFRACTORY CO.","01-East",793540000,492,115.87,376.13
"425","BRYANT REFRACTORY CO.","01-East",768211000,465.2,89.76,375.44
"426","BRYANT REFRACTORY CO.","01-East",740023000,463.68,119.31,344.37
"427","BRYANT REFRACTORY CO.","01-East",734822000,457.7,160.95,296.75
"428","BRYANT REFRACTORY CO.","01-East",770210000,440,63.04,376.96
"429","BRYANT REFRACTORY CO.","01-East",733444100,436.6,156.66,279.94
"430","BRYANT REFRACTORY CO.","01-East",792620000,427.6,86.74,340.86
"431","BRYANT REFRACTORY CO.","01-East",792783000,414,90.01,323.99
"432","BRYANT REFRACTORY CO.","01-East",754087000,331.44,142.2,189.24
"433","BRYANT REFRACTORY CO.","01-East",764761000,319.2,94.43,224.77
"434","BRYANT REFRACTORY CO.","01-East",733151600,310,46.64,263.36
"435","BRYANT REFRACTORY CO.","01-East",734311100,291.44,33.7,257.74
"436","BRYANT REFRACTORY CO.","01-East",793320000,262,117.93,144.07
"437","BRYANT REFRACTORY CO.","01-East",733423600,244.8,45.08,199.72
"438","BRYANT REFRACTORY CO.","01-East",733423700,232.96,36.22,196.74
"439","BRYANT REFRACTORY CO.","01-East",768751000,232.8,48.25,184.55
"440","BRYANT REFRACTORY CO.","01-East",734611100,228.08,107.82,120.26
"441","BRYANT REFRACTORY CO.","01-East",779181000,65.91,20.63,45.28
"442","BUFFALO DENTAL","01-East",740063000,1898.4,356.52,1541.88
"443","BURKHART REFRACTORY INST.","01-East",734311100,196,33.7,162.3
"444","BURNHAM INSULATION","01-East",739541000,259.2,90.5,168.7
"445","BURNHAM INSULATION","01-East",764901000,100.5,16.01,84.49
"446","C & E RECLAMATION INC.","01-East",739390000,9509.76,5823.36,3686.4
"447","C & E RECLAMATION INC.","01-East",777904301,2962.5,1174.68,1787.82
"448","C & E RECLAMATION INC.","01-East",739370000,1138.56,414.72,723.84
"449","C & E RECLAMATION INC.","01-East",773501000,926.1,394.18,531.92
"450","C & E RECLAMATION INC.","01-East",773131000,690.9,138.16,552.74
"451","C & E RECLAMATION INC.","01-East",733151500,472,54.11,417.89
"452","C M FURNACE INC","01-East",738521000,15802.88,5509.46,10293.42
"453","C M FURNACE INC","01-East",738542000,2603.76,997.55,1606.21
"454","C M FURNACE INC","01-East",733525400,576,74.13,501.87
"455","CABOT CORP","01-East",724261200,826,98.66,727.34
"456","CAMERON MANUFACTURING","01-East",770372000,1078,44.11,1033.89
"457","CAPITAL HARDWARE/ELGEN","01-East",735602000,82870,31641,51229
"458","CAPITAL HARDWARE/ELGEN","01-East",735602110,15840,6426.23,9413.77
"459","CARBOLINE COMPANY","01-East",720252303,214384.5,6059.96,208324.54
"460","CARBOLINE COMPANY","01-East",723800000,166018.5,41260.9,124757.6
"461","CARBOLINE COMPANY","01-East",734000008,16038,6792.87,9245.13
"462","CARBONYX CARBON TECH.","01-East",764951600,75075.84,37675.72,37400.12
"463","CARBONYX CARBON TECH.","01-East",766122000,51460,35665.08,15794.92
"464","CARBONYX CARBON TECH.","01-East",764951800,32686.08,16025.28,16660.8
"465","CARBONYX CARBON TECH.","01-East",734361300,32175,9647.26,22527.74
"466","CARBONYX CARBON TECH.","01-East",764952100,20832,9180.24,11651.76
"467","CARBONYX CARBON TECH.","01-East",764821000,13802,6327.47,7474.53
"468","CARBONYX CARBON TECH.","01-East",764951700,12257.28,6183.2,6074.08
"469","CARBONYX CARBON TECH.","01-East",764951900,5617.92,2837.06,2780.86
"470","CARBONYX CARBON TECH.","01-East",734351200,4050,1255.14,2794.86
"471","CARBONYX CARBON TECH.","01-East",766121000,2490,1634.93,855.07
"472","CARBONYX CARBON TECH.","01-East",764822010,1273,591.57,681.43
"473","CARDINDAL FG","01-East",738521000,40364.8,16199.33,24165.47
"474","CARDINDAL FG","01-East",727000140,2312,167.14,2144.86
"475","CARRIER ENTERPRISE NE LLC","01-East",735602000,70800,23715.15,47084.85
"476","CARRIER ENTERPRISE NE LLC","01-East",735602010,1617,642.19,974.81
"477","CARRIER ENTERPRISE NE LLC","01-East",764821000,1073.6,122.86,950.74
"478","CARRIER ENTERPRISE NE LLC","01-East",764901000,265.5,32.28,233.22
"479","CASCADE DESIGNS","01-East",770372000,7882,370.85,7511.15
"480","CASHCO INC.","01-East",737201000,3106.56,518.48,2588.08
"481","CASSO SOLAR","01-East",734211200,486.92,46.76,440.16
"482","CBOL CORPORATION","01-East",733648000,51845.1,21521.81,30323.29
"483","CBOL CORPORATION","01-East",732820000,10657.92,462.12,10195.8
"484","CBOL CORPORATION","01-East",733151600,472,53.12,418.88
"485","CDI WORLDWIDE","01-East",768241000,1457,70.76,1386.24
"486","CEI ENTERPRISES, INC.","01-East",770300000,4380.75,341.31,4039.44
"487","CEI ENTERPRISES, INC.","01-East",734711100,1704.96,244.8,1460.16
"488","CENTRAL GLASS PRODUCT INC","01-East",733464600,298,31.31,266.69
"489","CERALINK INC.","01-East",779989990,422.56,132.34,290.22
"490","CERAMASPEED","01-East",727000440,220614,137628.01,82985.99
"491","CERAMATERIALS","01-East",764863000,603,256.34,346.66
"492","CERAMATERIALS","01-East",764827000,596,363.85,232.15
"493","CERAMIC MAGNETICS","01-East",737861000,9897.84,1089.64,8808.2
"494","CERAMIC MAGNETICS","01-East",775061000,589,430.1,158.9
"495","CERAMIC MAGNETICS","01-East",776201000,124.2,54.85,69.35
"496","CERAMIC SYSTEMS INC.","01-East",793330000,317490,73731.26,243758.74
"497","CERAMIC SYSTEMS INC.","01-East",764521000,87523,44020.15,43502.85
"498","CERAMIC SYSTEMS INC.","01-East",766121000,73390,37439.34,35950.66
"499","CERAMIC SYSTEMS INC.","01-East",793530000,49057.92,27460.84,21597.08
"500","CERAMIC SYSTEMS INC.","01-East",766004000,42012,23820.53,18191.47
"501","CERAMIC SYSTEMS INC.","01-East",764821000,37900,15587.84,22312.16
"502","CERAMIC SYSTEMS INC.","01-East",764822000,36120,14750.75,21369.25
"503","CERAMIC SYSTEMS INC.","01-East",766122000,35680,18802.49,16877.51
"504","CERAMIC SYSTEMS INC.","01-East",766045000,31680,15251.3,16428.7
"505","CERAMIC SYSTEMS INC.","01-East",764528100,23616,10288.16,13327.84
"506","CERAMIC SYSTEMS INC.","01-East",764601000,21800,9494.41,12305.59
"507","CERAMIC SYSTEMS INC.","01-East",766005000,21458,13075.45,8382.55
"508","CERAMIC SYSTEMS INC.","01-East",764523000,17211,9161.74,8049.26
"509","CERAMIC SYSTEMS INC.","01-East",764522000,16310,8215.29,8094.71
"510","CERAMIC SYSTEMS INC.","01-East",793280074,13026,13067.82,-41.82
"511","CERAMIC SYSTEMS INC.","01-East",764481000,12978,6485.36,6492.64
"512","CERAMIC SYSTEMS INC.","01-East",764781000,11646,5796.96,5849.04
"513","CERAMIC SYSTEMS INC.","01-East",764901000,9710,4187.06,5522.94
"514","CERAMIC SYSTEMS INC.","01-East",727000140,8413.2,2589.17,5824.03
"515","CERAMIC SYSTEMS INC.","01-East",764907010,8142.5,5049.63,3092.87
"516","CERAMIC SYSTEMS INC.","01-East",764528510,7800,4433.24,3366.76
"517","CERAMIC SYSTEMS INC.","01-East",766001000,7600,5036.34,2563.66
"518","CERAMIC SYSTEMS INC.","01-East",733525500,2190,780.35,1409.65
"519","CERAMIC SYSTEMS INC.","01-East",766081010,1458,654.58,803.42
"520","CERAMIC SYSTEMS INC.","01-East",785890000,1245.75,470.23,775.52
"521","CERAMIC SYSTEMS INC.","01-East",764761000,1180,588.16,591.84
"522","CERAMIC SYSTEMS INC.","01-East",766162000,994,675.71,318.29
"523","CERAMIC SYSTEMS INC.","01-East",764341000,810,359.8,450.2
"524","CERAMIC SYSTEMS INC.","01-East",764561000,288,167.98,120.02
"525","CERAMIC SYSTEMS INC.","01-East",764861000,258.75,116.27,142.48
"526","CERAMIC SYSTEMS INC.","01-East",764902000,75,31.93,43.07
"527","CERAMIC SYSTEMS INC.","01-East",733464500,73,29.52,43.48
"528","CERAMSOURECE INC.","01-East",770600000,3245.2,1717.9,1527.3
"529","CERAMSOURECE INC.","01-East",770830000,1343.2,805.51,537.69
"530","CERAMSOURECE INC.","01-East",770570000,377.4,201.46,175.94
"531","CERAMSOURECE INC.","01-East",764785000,274,146.72,127.28
"532","CHANDLER ENGINEERING","01-East",733444100,332,75.04,256.96
"533","CHEF MART RESTAURANT","01-East",735602000,25440,8284.44,17155.56
"534","CHIZ BROS INC","01-East",764348000,20269.2,13106.8,7162.4
"535","CHIZ BROS INC","01-East",740402402,14520,3675.39,10844.61
"536","CHIZ BROS INC","01-East",738561000,10315.2,7432.32,2882.88
"537","CHIZ BROS INC","01-East",779440100,3762,605.35,3156.65
"538","CHIZ BROS INC","01-East",770560000,2999.4,430.45,2568.95
"539","CHIZ BROS INC","01-East",734351200,2977,294.47,2682.53
"540","CHIZ BROS INC","01-East",777902700,2597.49,1141.55,1455.94
"541","CHIZ BROS INC","01-East",779959870,1763.2,880.96,882.24
"542","CHIZ BROS INC","01-East",737912200,918,272.84,645.16
"543","CHIZ BROS INC","01-East",764862000,790.8,157.11,633.69
"544","CHIZ BROS INC","01-East",775201000,688,515.8,172.2
"545","CHIZ BROS INC","01-East",779957054,448.4,224.48,223.92
"546","CHIZ BROS INC","01-East",734611100,262.58,53.92,208.66
"547","CHIZ BROS INC","01-East",734651200,218.16,36.75,181.41
"548","CHIZ BROS INC","01-East",779959135,180,111.6,68.4
"549","CHIZ BROS INC","01-East",774981100,65.5,49.04,16.46
"550","CHIZ BROS INC","01-East",767500000,32.7,17.45,15.25
"551","CHRISTY CATALYTICS LLC","01-East",734830000,246,44.64,201.36
"552","CHRISTY INDUSTRIAL SERVIC","01-East",765661000,41532,13318.44,28213.56
"553","CHRISTY INDUSTRIAL SERVIC","01-East",770330000,21974,3034.6,18939.4
"554","CHRISTY INDUSTRIAL SERVIC","01-East",780770000,18746.7,5877.3,12869.4
"555","CHRISTY INDUSTRIAL SERVIC","01-East",727041000,12000,1187.73,10812.27
"556","CHRISTY INDUSTRIAL SERVIC","01-East",734990000,7746.24,1978.12,5768.12
"557","CHRISTY INDUSTRIAL SERVIC","01-East",764821000,6360,3071.59,3288.41
"558","CHRISTY INDUSTRIAL SERVIC","01-East",780290000,6127.2,3495.24,2631.96
"559","CHRISTY INDUSTRIAL SERVIC","01-East",780650000,5207.8,2322.56,2885.24
"560","CHRISTY INDUSTRIAL SERVIC","01-East",780720000,3963.6,1115.32,2848.28
"561","CHRISTY INDUSTRIAL SERVIC","01-East",765651000,3840,1311.9,2528.1
"562","CHRISTY INDUSTRIAL SERVIC","01-East",754087000,2704,1810.42,893.58
"563","CHRISTY INDUSTRIAL SERVIC","01-East",779957722,2676,1781.98,894.02
"564","CHRISTY INDUSTRIAL SERVIC","01-East",754085000,2449.2,1492.72,956.48
"565","CHRISTY INDUSTRIAL SERVIC","01-East",777642000,1722,475.05,1246.95
"566","CHRISTY INDUSTRIAL SERVIC","01-East",733211000,1685.4,343.36,1342.04
"567","CHRISTY INDUSTRIAL SERVIC","01-East",764781000,1590,1022.26,567.74
"568","CHRISTY INDUSTRIAL SERVIC","01-East",737311000,1284.96,273.31,1011.65
"569","CHRISTY INDUSTRIAL SERVIC","01-East",734810000,938,750.51,187.49
"570","CHRISTY INDUSTRIAL SERVIC","01-East",766081010,868,145.46,722.54
"571","CHRISTY INDUSTRIAL SERVIC","01-East",738561000,755.52,372.41,383.11
"572","CHRISTY INDUSTRIAL SERVIC","01-East",764785000,530,146.72,383.28
"573","CHRISTY INDUSTRIAL SERVIC","01-East",777650000,356.6,285.32,71.28
"574","CHRISTY INDUSTRIAL SERVIC","01-East",780690000,354.96,127.26,227.7
"575","CHRISTY INDUSTRIAL SERVIC","01-East",764761000,204,61.43,142.57
"576","CHRISTY INDUSTRIAL SERVIC","01-East",767990000,160.5,58.98,101.52
"577","CHRISTY INDUSTRIAL SERVIC","01-East",766121000,95.8,54.5,41.3
"578","CHRISTY INDUSTRIAL SERVIC","01-East",779987255,56,23.18,32.82
"579","CHRISTY REFRACTORIES CO","01-East",764764010,87014.4,54086.18,32928.22
"580","CHRISTY REFRACTORIES CO","01-East",727000060,77036,25833.63,51202.37
"581","CHRISTY REFRACTORIES CO","01-East",720474000,76366.25,12958.7,63407.55
"582","CHRISTY REFRACTORIES CO","01-East",733182300,61281.84,31628.98,29652.86
"583","CHRISTY REFRACTORIES CO","01-East",764030000,54407.2,28111.03,26296.17
"584","CHRISTY REFRACTORIES CO","01-East",730552560,37535,5813.35,31721.65
"585","CHRISTY REFRACTORIES CO","01-East",764264056,35322,24085.99,11236.01
"586","CHRISTY REFRACTORIES CO","01-East",764301000,32951.9,19151.41,13800.49
"587","CHRISTY REFRACTORIES CO","01-East",777750074,32766.72,27531,5235.72
"588","CHRISTY REFRACTORIES CO","01-East",764901000,32424.3,17324.77,15099.53
"589","CHRISTY REFRACTORIES CO","01-East",764821000,29179,13658.64,15520.36
"590","CHRISTY REFRACTORIES CO","01-East",739741100,28341.51,16475.47,11866.04
"591","CHRISTY REFRACTORIES CO","01-East",733481000,28140,14458.84,13681.16
"592","CHRISTY REFRACTORIES CO","01-East",764865100,24444,14164.82,10279.18
"593","CHRISTY REFRACTORIES CO","01-East",777780074,20694.8,16416.4,4278.4
"594","CHRISTY REFRACTORIES CO","01-East",738521000,20080.78,16796.48,3284.3
"595","CHRISTY REFRACTORIES CO","01-East",734211200,12406.61,1721.98,10684.63
"596","CHRISTY REFRACTORIES CO","01-East",734990000,12375.36,3305.15,9070.21
"597","CHRISTY REFRACTORIES CO","01-East",734000000,11820.6,1517.87,10302.73
"598","CHRISTY REFRACTORIES CO","01-East",734173000,11627.35,3161.64,8465.71
"599","CHRISTY REFRACTORIES CO","01-East",766261020,10584,6168.11,4415.89
"600","CHRISTY REFRACTORIES CO","01-East",770220000,9849,916.61,8932.39
"601","CHRISTY REFRACTORIES CO","01-East",733182390,9801.15,4095.04,5706.11
"602","CHRISTY REFRACTORIES CO","01-East",733505300,9480,1612.13,7867.87
"603","CHRISTY REFRACTORIES CO","01-East",733721000,9028.8,2825.41,6203.39
"604","CHRISTY REFRACTORIES CO","01-East",732429400,8688.5,997.2,7691.3
"605","CHRISTY REFRACTORIES CO","01-East",770560000,8373.2,692.13,7681.07
"606","CHRISTY REFRACTORIES CO","01-East",764340523,7978.5,8074.53,-96.03
"607","CHRISTY REFRACTORIES CO","01-East",764481000,7457.1,2826.95,4630.15
"608","CHRISTY REFRACTORIES CO","01-East",771500000,7112.48,516.02,6596.46
"609","CHRISTY REFRACTORIES CO","01-East",777601000,6896.9,2040.14,4856.76
"610","CHRISTY REFRACTORIES CO","01-East",733182380,6706.05,2801.85,3904.2
"611","CHRISTY REFRACTORIES CO","01-East",733202000,5394.48,3127.98,2266.5
"612","CHRISTY REFRACTORIES CO","01-East",764822000,5394.4,1558.28,3836.12
"613","CHRISTY REFRACTORIES CO","01-East",727000025,5338.5,2502.95,2835.55
"614","CHRISTY REFRACTORIES CO","01-East",733464500,5305.5,812.07,4493.43
"615","CHRISTY REFRACTORIES CO","01-East",734162000,5286.93,2252.97,3033.96
"616","CHRISTY REFRACTORIES CO","01-East",754925000,5168.4,1163.38,4005.02
"617","CHRISTY REFRACTORIES CO","01-East",777750073,5019.58,2039.9,2979.68
"618","CHRISTY REFRACTORIES CO","01-East",764561000,4743.5,3489.38,1254.12
"619","CHRISTY REFRACTORIES CO","01-East",764781000,4439,2680.51,1758.49
"620","CHRISTY REFRACTORIES CO","01-East",768241000,4429,900.79,3528.21
"621","CHRISTY REFRACTORIES CO","01-East",734311100,4371.75,515.14,3856.61
"622","CHRISTY REFRACTORIES CO","01-East",764601000,4324.8,2816.66,1508.14
"623","CHRISTY REFRACTORIES CO","01-East",764341000,4213.7,3133.22,1080.48
"624","CHRISTY REFRACTORIES CO","01-East",766162000,3949,570.34,3378.66
"625","CHRISTY REFRACTORIES CO","01-East",777780073,3789.2,1618.09,2171.11
"626","CHRISTY REFRACTORIES CO","01-East",733525500,3247.5,476.67,2770.83
"627","CHRISTY REFRACTORIES CO","01-East",782070000,3241.44,1654.68,1586.76
"628","CHRISTY REFRACTORIES CO","01-East",764261000,2907.8,1186.32,1721.48
"629","CHRISTY REFRACTORIES CO","01-East",766121000,2765.6,403,2362.6
"630","CHRISTY REFRACTORIES CO","01-East",764821161,2680,2976,-296
"631","CHRISTY REFRACTORIES CO","01-East",733383000,2593.8,491.79,2102.01
"632","CHRISTY REFRACTORIES CO","01-East",768242007,2528,1017.2,1510.8
"633","CHRISTY REFRACTORIES CO","01-East",733211000,2513,532.04,1980.96
"634","CHRISTY REFRACTORIES CO","01-East",764521000,2504,1327.1,1176.9
"635","CHRISTY REFRACTORIES CO","01-East",733151600,2317.6,399.03,1918.57
"636","CHRISTY REFRACTORIES CO","01-East",764461006,2236,1465.52,770.48
"637","CHRISTY REFRACTORIES CO","01-East",740123000,2226,640.05,1585.95
"638","CHRISTY REFRACTORIES CO","01-East",739561100,2157.79,653.24,1504.55
"639","CHRISTY REFRACTORIES CO","01-East",779959904,2125.44,1410.7,714.74
"640","CHRISTY REFRACTORIES CO","01-East",770240000,1946.25,202.89,1743.36
"641","CHRISTY REFRACTORIES CO","01-East",739561200,1804.28,596,1208.28
